Time;ax;ay;az;wx;wy;wz;AngleX;AngleY;AngleZ;T 
1480.415;0.0049;0.0117;0.9937;0.0000;0.0000;0.0000;0.7745;-0.2087;-53.3551;34.8000 
1480.415;0.0049;0.0117;0.9937;0.0000;0.0000;0.0000;0.7745;-0.2087;-53.3606;34.8000 
1480.415;0.0049;0.0117;0.9937;0.0000;0.0000;0.0000;0.7745;-0.2087;-53.3606;34.8100 
1480.415;0.0049;0.0117;0.9937;0.0000;0.0000;0.0000;0.7745;-0.2087;-53.3606;34.8100 
1480.415;0.0049;0.0117;0.9937;0.0000;0.0000;0.0000;0.7690;-0.2087;-53.3606;34.8500 
1480.415;0.0049;0.0117;0.9937;0.0000;0.0000;0.0000;0.7690;-0.2087;-53.3661;34.8500 
1480.415;0.0039;0.0127;0.9927;0.0000;0.0000;0.0000;0.7690;-0.2087;-53.3661;34.8700 
1480.415;0.0039;0.0127;0.9927;0.0000;0.0000;0.0000;0.7690;-0.2087;-53.3661;34.8700 
1480.415;0.0039;0.0127;0.9927;0.0000;0.0000;0.0000;0.7690;-0.2087;-53.3661;34.7900 
1480.415;0.0039;0.0127;0.9927;0.0000;0.0000;0.0000;0.7690;-0.2087;-53.3661;34.7900 
1480.415;0.0039;0.0127;0.9927;0.0000;0.0000;0.0000;0.7690;-0.2087;-53.3661;34.7900 
1480.415;0.0039;0.0127;0.9927;0.0000;0.0000;0.0000;0.7690;-0.2087;-53.3661;34.8000 
1480.426;0.0039;0.0127;0.9927;0.0000;0.0000;0.0000;0.7690;-0.2087;-53.3661;34.8000 
1480.426;0.0039;0.0127;0.9927;0.0000;0.0000;0.0000;0.7690;-0.2087;-53.3661;34.7900 
1480.436;0.0044;0.0156;0.9927;0.0000;0.0000;0.0000;0.7690;-0.2087;-53.3661;34.7900 
1480.436;0.0044;0.0156;0.9927;0.0000;0.0000;0.0000;0.7690;-0.2087;-53.3661;34.7900 
1480.446;0.0044;0.0156;0.9927;0.0000;0.0000;0.0000;0.7690;-0.2087;-53.3606;34.7900 
1480.446;0.0044;0.0156;0.9927;0.0000;0.0000;0.0000;0.7745;-0.2087;-53.3606;34.8400 
1480.446;0.0044;0.0156;0.9927;0.0000;0.0000;0.0000;0.7745;-0.2087;-53.3606;34.8400 
1480.446;0.0044;0.0156;0.9927;0.0000;0.0000;0.0000;0.7745;-0.2087;-53.3606;34.8100 
1480.446;0.0044;0.0156;0.9927;0.0000;0.0000;0.0000;0.7745;-0.2087;-53.3606;34.8100 
1480.446;0.0044;0.0156;0.9927;0.0000;0.0000;0.0000;0.7745;-0.2087;-53.3606;34.7900 
1480.456;0.0039;0.0137;0.9927;0.0000;0.0000;0.0000;0.7745;-0.2087;-53.3606;34.7900 
1480.456;0.0039;0.0137;0.9927;0.0000;0.0000;0.0000;0.7745;-0.2087;-53.3551;34.8700 
1480.476;0.0039;0.0137;0.9927;0.0000;0.0000;0.0000;0.7745;-0.2087;-53.3551;34.8700 
1480.476;0.0039;0.0137;0.9927;0.0000;0.0000;0.0000;0.7745;-0.2087;-53.3551;34.8700 
1480.476;0.0039;0.0137;0.9927;0.0000;0.0000;0.0000;0.7745;-0.2087;-53.3551;34.8700 
1480.486;0.0039;0.0137;0.9927;0.0000;0.0000;0.0000;0.7745;-0.2087;-53.3551;34.8700 
1480.486;0.0039;0.0137;0.9927;0.0000;0.0000;0.0000;0.7745;-0.2087;-53.3551;34.8600 
1480.496;0.0039;0.0137;0.9927;0.0000;0.0000;0.0000;0.7745;-0.2142;-53.3551;34.8600 
