Time;ax;ay;az;wx;wy;wz;AngleX;AngleY;AngleZ;T 
293.979;0.0024;0.0044;0.9937;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0138;35.4700 
293.979;0.0024;0.0044;0.9937;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0138;35.4700 
293.979;0.0024;0.0044;0.9937;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0138;35.5200 
293.989;0.0024;0.0044;0.9937;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0138;35.5200 
293.989;0.0024;0.0044;0.9937;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0138;35.4500 
293.989;0.0024;0.0044;0.9937;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0138;35.4500 
293.989;0.0024;0.0044;0.9937;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0138;35.4000 
293.998;0.0024;0.0044;0.9937;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0138;35.4000 
293.998;0.0034;0.0063;0.9937;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0138;35.4500 
294.018;0.0034;0.0063;0.9937;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0138;35.4500 
294.028;0.0034;0.0063;0.9937;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0138;35.4500 
294.038;0.0034;0.0063;0.9937;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0138;35.4200 
294.038;0.0034;0.0063;0.9937;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0138;35.4200 
294.038;0.0034;0.0063;0.9937;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0138;35.4200 
294.038;0.0034;0.0063;0.9937;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0138;35.4200 
294.038;0.0034;0.0063;0.9937;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0193;35.4700 
294.038;0.0015;0.0049;0.9922;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0193;35.4700 
294.158;0.0015;0.0049;0.9922;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0193;35.4400 
294.158;0.0015;0.0049;0.9922;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0193;35.4400 
294.168;0.0015;0.0049;0.9922;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0193;35.4700 
294.168;0.0015;0.0049;0.9922;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0248;35.4700 
294.168;0.0015;0.0049;0.9922;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0248;35.4600 
294.168;0.0015;0.0049;0.9922;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0248;35.4600 
294.168;0.0015;0.0049;0.9922;0.0000;0.0000;0.0000;0.2802;-0.1208;-56.0248;35.4900 
294.168;0.0020;0.0063;0.9927;0.0000;0.1221;-0.1831;0.2802;-0.1208;-56.0303;35.4900 
294.168;0.0020;0.0063;0.9927;0.0000;0.1221;-0.1831;0.2802;-0.1208;-56.0303;35.4900 
294.168;0.0020;0.0063;0.9927;0.0000;0.1221;-0.1831;0.2856;-0.1208;-56.0303;35.4600 
294.168;0.0020;0.0063;0.9927;0.0000;0.1221;-0.1831;0.2856;-0.1208;-56.0358;35.4600 
294.168;0.0020;0.0063;0.9927;0.0000;0.1221;-0.1831;0.2856;-0.1208;-56.0358;35.4800 
294.168;0.0020;0.0063;0.9927;0.0000;0.1221;-0.1831;0.2856;-0.1208;-56.0358;35.4800 
294.168;0.0020;0.0063;0.9927;0.0000;0.1221;-0.1831;0.2856;-0.1154;-56.0358;35.4000 
294.168;0.0020;0.0063;0.9927;0.0000;0.1221;-0.1831;0.2856;-0.1154;-56.0358;35.4000 
294.168;0.0005;0.0044;0.9917;0.0610;0.0610;-0.2441;0.2856;-0.1154;-56.0358;35.4000 
294.168;0.0005;0.0044;0.9917;0.0610;0.0610;-0.2441;0.2856;-0.1154;-56.0358;35.4000 
294.168;0.0005;0.0044;0.9917;0.0610;0.0610;-0.2441;0.2856;-0.1154;-56.0358;35.4300 
294.168;0.0005;0.0044;0.9917;0.0610;0.0610;-0.2441;0.2856;-0.1154;-56.0358;35.4300 
294.168;0.0005;0.0044;0.9917;0.0610;0.0610;-0.2441;0.2856;-0.1154;-56.0358;35.4300 
294.168;0.0005;0.0044;0.9917;0.0610;0.0610;-0.2441;0.2856;-0.1154;-56.0413;35.4300 
294.168;0.0005;0.0044;0.9917;0.0610;0.0610;-0.2441;0.2856;-0.1154;-56.0413;35.4300 
294.168;0.0005;0.0044;0.9917;0.0610;0.0610;-0.2441;0.2856;-0.1099;-56.0413;35.4300 
294.168;0.0005;0.0039;0.9922;0.0610;0.0610;-0.3052;0.2856;-0.1099;-56.0468;35.4800 
294.168;0.0005;0.0039;0.9922;0.0610;0.0610;-0.3052;0.2856;-0.1099;-56.0468;35.4800 
294.178;0.0005;0.0039;0.9922;0.0610;0.0610;-0.3052;0.2856;-0.1099;-56.0468;35.4800 
294.178;0.0005;0.0039;0.9922;0.0610;0.0610;-0.3052;0.2856;-0.1099;-56.0468;35.4500 
294.188;0.0005;0.0039;0.9922;0.0610;0.0610;-0.3052;0.2856;-0.1099;-56.0522;35.4500 
294.188;0.0005;0.0039;0.9922;0.0610;0.0610;-0.3052;0.2856;-0.1099;-56.0522;35.4600 
294.208;0.0005;0.0039;0.9922;0.0610;0.0610;-0.3052;0.2856;-0.1099;-56.0522;35.4600 
294.208;0.0005;0.0039;0.9922;0.0610;0.0610;-0.3052;0.2856;-0.1099;-56.0522;35.5200 
294.208;0.0005;0.0020;0.9927;0.0610;0.0000;-0.2441;0.2856;-0.1099;-56.0522;35.5200 
294.208;0.0005;0.0020;0.9927;0.0610;0.0000;-0.2441;0.2856;-0.1099;-56.0522;35.4400 
294.298;0.0005;0.0020;0.9927;0.0610;0.0000;-0.2441;0.2856;-0.1044;-56.0522;35.4400 
294.298;0.0005;0.0020;0.9927;0.0610;0.0000;-0.2441;0.2856;-0.1044;-56.0522;35.4700 
