Time	ax	ay	az	wx	wy	wz	AngleX	AngleY	AngleZ	T	hx	hy	hz 
04958.043	0.0981	0.0337	0.9404	0.0000	0.0000	0.0000	2.1259	-5.9216	172.0734	36.4400	38	-290	-13 
04958.124	0.0977	0.0337	0.9409	0.0000	0.0000	0.0000	2.1204	-5.9216	172.0844	36.4100	39	-292	-7 
04958.229	0.0977	0.0332	0.9404	0.0000	0.0000	0.0000	2.1149	-5.9216	172.0844	36.4700	38	-290	-6 
04958.334	0.0977	0.0337	0.9399	0.0000	0.0000	0.0000	2.1149	-5.9216	172.0844	36.4100	40	-295	-9 
04958.440	0.0972	0.0337	0.9399	0.0000	0.0000	0.0000	2.1094	-5.9216	172.0624	36.4200	40	-294	-10 
04958.531	0.0977	0.0352	0.9395	0.0000	0.0000	0.0000	2.1094	-5.9216	172.0569	36.4300	38	-291	-9 
04958.631	0.0972	0.0352	0.9399	0.0000	0.0000	0.0000	2.1094	-5.9216	172.0624	36.4200	39	-294	-8 
04958.725	0.0972	0.0352	0.9395	0.0000	0.0000	0.0000	2.1094	-5.9161	172.0679	36.4400	37	-293	-9 
04958.843	0.0977	0.0347	0.9395	0.0000	0.0000	0.0000	2.1094	-5.9161	172.0624	36.4100	40	-293	-12 
04958.933	0.0972	0.0342	0.9395	0.0000	0.0000	0.0000	2.1094	-5.9161	172.0679	36.4100	37	-294	-13 
04959.033	0.0972	0.0332	0.9399	0.0000	0.0000	0.0000	2.1039	-5.9161	172.0844	36.4700	39	-293	-11 
04959.137	0.0972	0.0337	0.9404	0.0000	0.0000	0.0000	2.1039	-5.9161	172.0898	36.4600	40	-292	-12 
04959.238	0.0962	0.0342	0.9399	0.0000	0.0000	0.0000	2.0984	-5.9106	172.0624	36.3900	43	-292	-7 
04959.326	0.0972	0.0352	0.9395	0.0000	0.0000	0.0000	2.0984	-5.9106	172.0459	36.4600	41	-292	-9 
04959.427	0.8975	-0.1177	0.9800	0.0000	-0.7324	-0.1831	1.9501	-6.7841	172.0844	36.4500	36	-290	-10 
04959.530	2.2217	-0.3091	0.8618	1.0986	-4.3945	-0.9155	1.6754	-10.0909	172.3755	36.4300	41	-283	0 
04959.631	1.9023	-0.2549	0.5542	2.7466	8.7280	-1.4038	1.6370	-13.6450	172.7380	36.4700	52	-287	18 
04959.735	0.4746	-0.0210	0.1875	7.6294	35.7666	3.7842	2.0325	-14.4635	173.5291	36.4400	62	-300	41 
04959.837	-0.3970	0.1626	-0.0654	17.2119	59.6924	18.4937	4.9823	-5.1855	175.5725	36.4200	57	-310	63 
04959.921	-0.7202	0.4409	0.3296	16.6016	43.3350	32.4707	8.0255	3.5541	179.4836	36.4000	12	-319	38 
04960.028	-0.3667	0.4072	0.9414	-19.8364	-53.0396	42.3584	9.3823	2.7905	-176.3086	36.4400	24	-309	36 
04960.129	-0.1499	0.2056	0.9067	-21.1182	-41.1377	24.0479	7.4707	-1.8457	-174.2981	36.4400	10	-327	53 
04960.236	-0.3452	0.6001	0.8462	20.2026	11.2305	8.5449	9.5032	-1.6754	-173.4082	36.4000	17	-314	35 
04960.328	-0.5464	0.1475	0.6597	-18.6157	24.5972	-2.8076	10.2283	2.1918	-173.0072	36.4400	-1	-317	29 
04960.435	-0.5142	-0.0913	0.9536	-28.0762	-14.4043	21.3013	6.3611	4.3726	-172.6117	36.4700	-17	-322	31 
04960.527	-0.2505	0.0156	1.0176	0.7935	-22.5220	40.3442	5.2734	2.9498	-169.7662	36.4400	-30	-321	31 
04960.634	0.1035	0.1289	0.9907	10.6812	-7.5684	22.5220	6.4105	1.0602	-166.9812	36.4100	-29	-322	33 
04960.724	0.1060	0.0835	0.9458	4.2725	0.5493	2.9907	7.0367	0.2856	-166.4868	36.4500	-29	-319	32 
