Time	ax	ay	az	wx	wy	wz	AngleX	AngleY	AngleZ	T	hx	hy	hz 
05977.181	0.0942	0.0337	0.9385	0.0000	0.0000	0.0000	2.0490	-5.6964	175.3967	33.7900	23	-300	-12 
05977.272	0.0938	0.0337	0.9390	0.0000	0.0000	0.0000	2.0490	-5.6964	175.3912	33.7700	24	-304	-11 
05977.413	0.0933	0.0337	0.9390	0.0000	0.0000	0.0000	2.0490	-5.6964	175.4022	33.7300	23	-303	-11 
05977.479	0.0942	0.0337	0.9390	0.0000	0.0000	0.0000	2.0490	-5.6964	175.4022	33.7600	22	-299	-10 
05977.568	0.0942	0.0332	0.9390	0.0000	0.0000	0.0000	2.0490	-5.6964	175.4297	33.8400	21	-304	-10 
05977.676	0.0933	0.0337	0.9385	0.0000	0.0000	0.0000	2.0490	-5.6964	175.4242	33.7300	25	-303	-7 
05977.782	0.0938	0.0342	0.9385	0.0000	0.0000	0.0000	2.0544	-5.6964	175.4242	33.7300	22	-306	-10 
05977.872	0.0938	0.0337	0.9385	0.0000	0.0610	0.0000	2.0544	-5.6909	175.4462	33.7600	21	-304	-10 
05977.984	0.0938	0.0332	0.9390	0.0000	0.0000	0.0000	2.0544	-5.6909	175.4517	33.7700	23	-301	-9 
05978.067	0.0942	0.0337	0.9390	0.0000	0.0000	0.0000	2.0490	-5.6909	175.4242	33.7300	24	-304	-11 
05978.191	0.0938	0.0337	0.9385	0.0000	0.0000	0.0000	2.0544	-5.6909	175.4187	33.7400	23	-301	-10 
05978.281	0.0938	0.0332	0.9390	0.0000	0.0000	0.0000	2.0490	-5.6909	175.4132	33.7300	22	-300	-11 
05978.371	0.0942	0.0337	0.9390	0.0000	0.0000	0.0000	2.0490	-5.6909	175.4297	33.8000	21	-303	-10 
05978.502	0.0942	0.0337	0.9390	0.0000	0.0000	0.0000	2.0490	-5.6964	175.4242	33.7200	22	-302	-11 
05978.568	0.0942	0.0332	0.9395	0.0000	0.0000	0.0000	2.0490	-5.6964	175.4297	33.7400	21	-302	-12 
05978.676	0.0942	0.0327	0.9395	0.0000	0.0000	0.0000	2.0490	-5.6964	175.4407	33.7900	23	-303	-11 
05978.777	0.3320	-0.0225	0.9795	0.0000	0.0000	-0.0610	1.9666	-6.0095	175.4297	33.7000	21	-300	-11 
05978.867	1.9194	-0.3911	0.8828	0.1221	-2.9297	-0.6714	1.4502	-8.6682	175.6494	33.7400	21	-297	-4 
05978.976	2.1421	-0.4341	0.7700	-0.0610	-0.5493	0.0000	0.8954	-12.2223	176.1163	33.7400	30	-299	6 
05979.079	0.5464	-0.0669	0.3403	1.4038	20.9351	2.1973	0.4120	-14.1174	176.7810	33.7400	42	-298	19 
05979.173	-0.2065	0.1401	0.0259	3.1738	35.1563	3.9063	1.6095	-10.0635	177.3907	33.7500	39	-304	30 
05979.280	-0.4375	0.2715	0.4346	7.2632	37.2925	19.7144	3.2465	-1.7688	179.6155	33.7500	34	-320	56 
05979.376	-0.4297	0.3315	0.9155	38.0249	33.8745	34.6680	6.8060	3.3069	-177.4182	33.8000	10	-343	97 
05979.470	-0.0088	0.1855	0.2354	115.4785	-28.0151	49.5605	16.5839	3.3728	-173.3313	33.7600	-16	-361	136 
05979.577	0.1387	0.3887	0.2275	134.4604	-65.9180	52.3071	31.0638	-4.9548	-171.4471	33.7300	-4	-350	216 
05979.669	-0.6079	0.7285	0.5288	190.4907	26.2451	-59.8145	48.0048	-5.5756	-173.2983	33.7800	30	-254	325 
05979.774	-0.9219	0.6777	-0.2637	264.1602	100.8911	-167.6636	72.7515	11.7114	-172.9688	33.7600	39	-143	380 
05979.880	-0.6938	0.6289	-0.7622	223.5718	74.8291	-155.0293	104.9579	31.5747	-161.7847	33.6900	34	-93	390 
05979.966	-0.5327	0.4756	-0.5776	110.2295	30.5786	-66.9556	128.1006	38.8257	-149.8975	33.7300	24	-72	391 
05980.069	-0.7417	0.5879	-0.5190	8.1177	8.0566	19.1040	133.4070	38.8916	-147.3981	33.7300	20	-85	398 
05980.184	-0.6294	0.6108	-0.4565	-22.8271	12.4512	50.1709	130.7153	35.5902	-149.1614	33.7400	11	-129	399 
05980.265	-0.4888	0.7139	-0.3262	-76.1719	19.7754	105.0415	122.9370	28.1580	-152.7484	33.7300	-15	-202	388 
05980.378	-0.1108	1.0981	-0.0273	-105.5298	21.2402	157.4707	110.4236	14.6887	-157.7747	33.7300	-71	-214	390 
05980.466	0.4839	1.2539	-0.1406	-23.7427	39.6118	171.3257	102.2498	-4.2902	-160.7245	33.7100	-109	-213	392 
05980.572	0.5454	0.8940	-0.2881	19.7144	56.2744	102.7832	102.2113	-19.0887	-159.8566	33.7200	-131	-221	384 
