Time	ax	ay	az	wx	wy	wz	AngleX	AngleY	AngleZ	T	hx	hy	hz 
05157.770	0.0952	0.0352	0.9395	0.0000	0.0000	0.0000	2.0874	-5.7733	171.9855	35.7100	39	-293	-10 
05157.873	0.0957	0.0356	0.9390	0.0000	0.0000	0.0000	2.0929	-5.7733	171.9965	35.7100	36	-293	-12 
05157.971	0.0957	0.0361	0.9395	0.0000	0.0000	0.0000	2.0929	-5.7733	172.0294	35.7300	38	-293	-9 
05158.077	0.0957	0.0342	0.9390	0.0000	0.0000	0.0000	2.0929	-5.7733	172.0129	35.7200	41	-294	-11 
05158.168	0.0952	0.0356	0.9395	0.0000	0.0000	0.0000	2.0984	-5.7733	171.9910	35.6900	40	-292	-7 
05158.277	0.0952	0.0337	0.9395	0.0000	0.0000	0.0000	2.0984	-5.7733	171.9965	35.7100	38	-292	-10 
05158.379	0.0952	0.0342	0.9395	0.0000	0.0000	0.0000	2.0984	-5.7733	172.0129	35.6800	38	-291	-11 
05158.469	0.0947	0.0327	0.9390	0.0000	0.0000	0.0000	2.0984	-5.7733	172.0294	35.6800	37	-293	-11 
05158.570	0.0952	0.0327	0.9385	0.0000	0.0000	0.0000	2.1039	-5.7733	172.0184	35.6900	40	-293	-8 
05158.676	0.0952	0.0337	0.9390	0.0000	0.0000	0.0000	2.1039	-5.7733	172.0239	35.7100	40	-295	-10 
05158.770	0.0957	0.0322	0.9395	0.0000	0.0000	0.0000	2.0984	-5.7733	172.0184	35.7000	39	-290	-11 
05158.868	0.0952	0.0347	0.9399	0.0000	0.0000	0.0000	2.0984	-5.7788	172.0349	35.7300	37	-295	-10 
05158.996	0.3027	0.0024	0.9688	0.0000	0.0000	0.0000	2.0819	-5.8777	172.0514	35.7000	37	-290	-8 
05159.071	1.2974	-0.1621	0.9482	0.1221	-1.7090	-0.7935	1.7963	-7.7673	172.1667	35.7300	37	-288	-6 
05159.205	2.3921	-0.2915	0.7329	1.2817	-1.9531	-3.0518	1.6150	-11.4807	172.3480	35.7200	43	-284	2 
05159.275	1.3970	-0.1465	0.5171	2.5635	12.5122	0.5493	1.6205	-14.3262	172.7435	35.6700	55	-292	19 
05159.378	-0.1992	0.1353	0.0273	10.0098	38.8794	10.2539	2.6807	-12.8540	173.6499	35.7100	56	-298	39 
05159.465	-0.3726	0.1855	-0.0283	13.4277	41.8091	16.5405	4.7955	-3.8068	176.3580	35.7300	47	-307	50 
05159.572	-0.6875	0.4360	0.8638	0.0000	2.8687	25.5737	7.3169	1.3733	179.3683	35.7500	39	-305	35 
05159.690	-0.6001	0.1821	1.0527	-13.8550	-15.9912	20.2026	7.1136	1.8292	-178.6871	35.6500	33	-315	52 
05159.769	-0.4629	0.2925	0.7466	17.3340	-3.3569	11.8408	7.7014	2.9553	-177.5885	35.7000	23	-311	34 
05159.876	-0.4409	0.3130	0.9019	4.3335	-20.1416	0.8545	9.5471	3.1476	-177.3578	35.7200	29	-303	38 
05159.993	-0.4497	0.2065	0.9849	-18.1274	-13.6108	-22.0947	8.5748	2.7301	-179.2255	35.6700	37	-299	33 
05160.081	-0.3643	0.0596	0.9990	-14.7705	-5.2490	-25.2075	6.8170	3.3179	177.8961	35.7000	37	-294	29 
05160.193	-0.1616	0.0244	0.9478	-2.5635	0.5493	-9.7046	5.6195	4.0924	175.8252	35.7500	41	-293	31 
05160.287	0.0186	0.0459	0.9331	2.0752	0.6104	-0.0610	5.4218	4.1638	175.2264	35.7600	42	-293	30 
05160.373	0.0747	0.0605	0.9375	1.3428	0.0000	2.3193	5.5151	3.6749	175.2704	35.7000	39	-298	31 
05160.490	0.0479	0.0591	0.9414	0.0610	-0.0610	0.7324	5.4602	3.2300	175.2429	35.7500	43	-294	32 
05160.587	0.0254	0.0552	0.9419	-0.2441	0.0000	-0.3662	5.3119	2.9333	175.0616	35.7600	39	-292	32 
05160.669	0.0269	0.0547	0.9414	-0.0610	0.0000	-0.2441	5.1746	2.6752	174.8639	35.7200	41	-294	33 
05160.777	0.0317	0.0552	0.9409	0.0610	0.0000	0.0000	5.0592	2.4170	174.6936	35.7400	40	-292	32 
05160.944	0.0327	0.0557	0.9409	0.0610	0.0000	0.0000	4.9603	2.1643	174.5398	35.7900	43	-295	28 
05160.972	0.0317	0.0552	0.9414	0.0000	0.0000	0.0000	4.8669	1.9226	174.3915	35.7100	42	-293	31 
05161.082	0.0317	0.0552	0.9419	0.0000	0.0000	0.0000	4.7736	1.7029	174.2267	35.6800	44	-294	31 
05161.174	0.0322	0.0547	0.9414	0.0000	0.0000	0.0000	4.6857	1.4886	174.0948	35.7200	39	-293	30 
05161.324	0.0317	0.0547	0.9414	0.0000	0.0000	0.0000	4.6033	1.2909	173.9850	35.7900	41	-294	30 
05161.404	0.0313	0.0547	0.9414	0.0000	0.0000	0.0000	4.5264	1.1041	173.8916	35.7000	41	-293	29 
05161.481	0.0313	0.0547	0.9414	0.0000	0.0000	0.0000	4.4495	0.9283	173.7982	35.6800	41	-293	32 
05161.573	0.0313	0.0552	0.9414	0.0000	0.0000	0.0000	4.3835	0.7635	173.7048	35.6400	42	-296	30 
05161.681	0.0322	0.0557	0.9414	0.0000	0.0000	0.0000	4.3231	0.6097	173.6115	35.7600	42	-297	30 
05161.766	0.0322	0.0552	0.9409	0.0000	0.0000	0.0000	4.2682	0.4614	173.5291	35.6600	41	-294	31 
05161.879	0.0317	0.0547	0.9409	0.0000	0.0000	0.0000	4.2133	0.3186	173.4631	35.6900	39	-295	29 
05161.972	0.0317	0.0552	0.9404	0.0000	0.0000	0.0000	4.1638	0.1868	173.4027	35.7300	41	-295	30 
05162.080	0.0317	0.0552	0.9404	0.0000	0.0000	0.0000	4.1144	0.0659	173.3368	35.6300	40	-294	30 
05162.200	0.0313	0.0547	0.9409	0.0000	0.0000	0.0000	4.0649	-0.0439	173.2764	35.6600	40	-295	30 
05162.279	0.0313	0.0547	0.9414	0.0000	0.0000	0.0000	4.0210	-0.1538	173.2159	35.7200	41	-294	33 
05162.372	0.0313	0.0547	0.9409	0.0000	0.0000	0.0000	3.9825	-0.2527	173.1665	35.6700	40	-295	32 
05162.469	0.0313	0.0547	0.9409	0.0000	0.0000	0.0000	3.9441	-0.3516	173.1226	35.7600	40	-294	34 
05162.567	0.0322	0.0552	0.9409	0.0000	0.0000	0.0000	3.9056	-0.4395	173.0621	35.7300	42	-292	30 
05162.683	0.0322	0.0552	0.9409	0.0000	0.0000	0.0000	3.8727	-0.5273	172.9962	35.7400	40	-294	33
