Time	ax	ay	az	wx	wy	wz	AngleX	AngleY	AngleZ	T	hx	hy	hz 
05229.178	0.0962	0.0327	0.9395	0.0000	0.0000	0.0000	2.0380	-5.8557	172.0953	35.5300	38	-291	-10 
05229.265	0.0962	0.0327	0.9385	0.0000	0.0000	0.0000	2.0380	-5.8557	172.1008	35.4300	40	-294	-9 
05229.391	0.0972	0.0332	0.9380	0.0000	0.0000	0.0000	2.0325	-5.8557	172.0789	35.5200	39	-297	-6 
05229.471	0.0972	0.0342	0.9390	0.0000	0.0000	0.0000	2.0380	-5.8612	172.1008	35.4600	35	-292	-7 
05229.573	0.0967	0.0342	0.9395	0.0000	0.0610	0.0000	2.0380	-5.8557	172.1228	35.4800	37	-294	-11 
05229.678	0.0972	0.0342	0.9390	0.0000	0.0000	0.0000	2.0380	-5.8557	172.1283	35.4600	37	-294	-12 
05229.768	0.0977	0.0337	0.9380	0.0000	0.0000	0.0000	2.0380	-5.8557	172.1338	35.4800	36	-293	-10 
05229.873	0.0967	0.0332	0.9390	0.0000	0.0000	0.0000	2.0380	-5.8612	172.1558	35.5100	37	-294	-8 
05229.972	0.0967	0.0337	0.9395	0.0000	0.0000	0.0000	2.0380	-5.8612	172.1613	35.4800	38	-293	-10 
05230.077	0.0972	0.0347	0.9390	0.0000	0.0000	0.0000	2.0435	-5.8612	172.1613	35.4600	38	-292	-11 
05230.168	0.0972	0.0347	0.9385	0.0000	0.0000	0.0000	2.0435	-5.8612	172.1448	35.4400	39	-295	-7 
05230.271	0.0967	0.0347	0.9390	0.0000	0.0000	0.0000	2.0490	-5.8612	172.1558	35.5500	38	-296	-11 
05230.372	0.0972	0.0342	0.9395	0.0000	0.0000	0.0000	2.0490	-5.8612	172.1448	35.4900	40	-295	-8 
05230.478	0.0972	0.0332	0.9395	0.0000	0.0000	0.0000	2.0544	-5.8667	172.1613	35.5100	37	-293	-8 
05230.571	0.5786	-0.0688	0.9980	0.0000	-0.1831	-0.1221	1.9171	-6.5698	172.1942	35.4900	36	-290	-8 
05230.672	2.2920	-0.3208	0.8198	1.2207	-4.1504	-1.6479	1.6479	-9.7778	172.4469	35.4000	38	-288	0 
05230.769	2.1528	-0.2808	0.6387	1.6479	1.8311	-0.7324	1.5491	-13.4143	172.8204	35.5300	51	-290	15 
05230.872	0.2715	0.0249	0.1836	8.1177	31.7993	8.6060	1.7963	-14.5514	173.7653	35.4300	53	-299	33 
