Time	ax	ay	az	wx	wy	wz	AngleX	AngleY	AngleZ	T	hx	hy	hz 
05598.057	0.0972	0.0356	0.9395	0.0000	0.0610	0.0000	2.1753	-5.8337	173.4741	34.4700	34	-296	-12 
05598.161	0.0967	0.0356	0.9390	0.0000	0.0000	0.0000	2.1753	-5.8337	173.4412	34.4700	35	-297	-11 
05598.267	0.0972	0.0356	0.9380	0.0000	0.0000	0.0000	2.1753	-5.8392	173.4192	34.3900	32	-297	-11 
05598.356	0.0972	0.0356	0.9375	0.0000	0.0000	0.0000	2.1753	-5.8447	173.4137	34.4700	33	-296	-10 
05598.462	0.0972	0.0361	0.9385	-0.0610	0.0000	0.0000	2.1698	-5.8447	173.4137	34.4400	31	-299	-5 
05598.566	0.0972	0.0361	0.9385	0.0000	0.0610	0.0000	2.1643	-5.8447	173.4192	34.4900	33	-299	-10 
05598.695	0.0967	0.0361	0.9385	0.0000	0.0610	0.0000	2.1643	-5.8392	173.4247	34.4100	31	-296	-6 
05598.758	0.0957	0.0361	0.9390	0.0000	0.0610	0.0000	2.1698	-5.8337	173.4412	34.5000	31	-297	-7 
05598.861	0.0957	0.0347	0.9390	0.0000	0.0000	0.0000	2.1698	-5.8282	173.4467	34.4700	31	-297	-9 
05598.962	0.0962	0.0352	0.9390	0.0000	0.0000	0.0000	2.1643	-5.8282	173.4576	34.4700	32	-299	-9 
05599.066	0.0967	0.0352	0.9395	0.0000	0.0000	0.0000	2.1643	-5.8337	173.4741	34.5500	30	-295	-10 
05599.170	0.0967	0.0356	0.9390	0.0000	0.0000	0.0000	2.1643	-5.8337	173.4906	34.4400	32	-298	-11 
05599.256	0.2632	0.0073	0.9688	0.0000	0.0000	0.0000	2.1204	-6.0535	173.4576	34.4900	35	-299	-10 
05599.360	1.8530	-0.2886	0.8955	0.2441	-3.0518	-1.4648	1.7249	-8.5089	173.6005	34.5400	29	-297	-1 
05599.466	2.3213	-0.3433	0.7622	0.3662	-1.9531	-2.3804	1.4117	-12.2058	173.8531	34.4900	42	-294	7 
05599.569	0.7090	-0.0703	0.3677	2.7466	22.4609	2.0752	1.2250	-14.3207	174.3640	34.5200	54	-295	21 
05599.655	-0.1787	0.1030	0.0386	6.2256	41.1987	5.3711	2.2961	-10.3271	175.1935	34.4800	56	-300	38 
05599.759	-0.5771	0.2568	0.2295	8.2397	43.9453	16.7847	3.9276	-0.8624	177.3248	34.4700	43	-307	49 
05599.891	-0.7246	0.3618	0.9058	3.1128	5.1270	27.0996	5.8667	3.5046	-179.9341	34.4900	39	-301	33 
05599.983	-0.6143	0.1685	0.9219	-8.3618	-23.4985	2.9907	5.7349	2.7411	-178.8849	34.5400	38	-308	48 
05600.062	-0.5483	0.2598	0.7422	12.8784	-10.6812	-14.6484	6.6302	3.3179	179.8517	34.5000	41	-296	33 
05600.170	-0.2510	0.1621	0.9771	-6.5308	-24.9634	-33.0811	7.6630	2.8510	176.7975	34.4100	54	-285	30 
05600.259	-0.2813	0.0957	1.0576	-17.0288	-13.8550	-39.0015	6.0754	2.0984	172.5128	34.4600	61	-280	29 
05600.367	-0.3887	0.0400	0.9624	-2.5024	2.7466	-24.4141	4.9933	3.3014	169.1345	34.4500	67	-279	30 
05600.464	-0.1938	0.0352	0.9277	2.1973	3.1738	-10.4370	4.8010	4.5264	167.4701	34.4700	65	-276	29 
05600.642	0.0752	0.0566	0.9326	1.4038	0.0000	1.8921	4.8944	4.3890	167.2668	34.4300	67	-277	31 
05600.669	0.0869	0.0605	0.9404	0.0610	-0.5493	2.3804	4.8889	3.7683	167.4756	34.4500	65	-277	32 
05600.786	0.0386	0.0581	0.9424	-0.3052	-0.1221	0.1221	4.7955	3.3069	167.5360	34.4700	66	-276	31 
05600.868	0.0264	0.0571	0.9414	-0.1221	0.0610	-0.3662	4.6967	3.0103	167.4811	34.4000	66	-278	27 
05600.965	0.0313	0.0571	0.9404	0.0000	0.0610	-0.1221	4.6198	2.7411	167.4207	34.4700	65	-278	30 
05601.059	0.0352	0.0576	0.9404	0.0000	0.0610	0.0000	4.5538	2.4664	167.3712	34.4100	68	-278	28 
05601.175	0.0356	0.0576	0.9404	0.0000	0.0000	0.0000	4.4879	2.1973	167.3383	34.5000	63	-276	28 
05601.252	0.0347	0.0581	0.9404	0.0000	0.0000	0.0000	4.4330	1.9446	167.3108	34.4400	64	-279	29 
05601.367	0.0342	0.0581	0.9399	0.0000	0.0000	0.0000	4.3781	1.7084	167.2888	34.4900	65	-275	30 
05601.460	0.0342	0.0576	0.9399	0.0000	0.0000	0.0000	4.3286	1.4886	167.2614	34.4100	65	-280	28 
05601.569	0.0347	0.0571	0.9404	0.0000	0.0000	0.0000	4.2792	1.2799	167.2504	34.4800	64	-277	30 
05601.656	0.0347	0.0571	0.9404	0.0000	0.0000	0.0000	4.2297	1.0822	167.2394	34.4500	63	-279	31 
05601.768	0.0342	0.0571	0.9399	0.0000	0.0000	0.0000	4.1858	0.9009	167.2339	34.4400	66	-279	32 
05601.870	0.0342	0.0571	0.9395	0.0000	0.0000	0.0000	4.1473	0.7251	167.2284	34.4300	65	-278	31 
05601.978	0.0337	0.0571	0.9409	0.0000	0.0000	0.0000	4.1034	0.5658	167.2119	34.4800	65	-275	31 
05602.055	0.0342	0.0571	0.9409	0.0000	0.0000	0.0000	4.0704	0.4120	167.2009	34.5000	66	-277	28 
05602.178	0.0352	0.0576	0.9409	0.0000	0.0610	0.0000	4.0375	0.2692	167.1790	34.5000	65	-277	30 
05602.264	0.0347	0.0576	0.9409	0.0000	0.0610	0.0000	4.0045	0.1373	167.1735	34.3800	65	-275	31
