Time	ax	ay	az	wx	wy	wz	AngleX	AngleY	AngleZ	T	hx	hy	hz 
03689.380	0.0508	0.0188	0.4697	0.0610	0.0000	0.0000	2.3456	-6.1523	171.4636	36.4100	42	-289	-6 
03689.486	0.0505	0.0193	0.4697	0.0610	0.0000	0.0000	2.3511	-6.1523	171.4526	36.3800	43	-289	-9 
03689.571	0.0500	0.0190	0.4700	0.1221	0.0000	0.0000	2.3621	-6.1523	171.4362	36.4300	43	-286	-8 
03689.679	0.0505	0.0195	0.4697	0.0610	0.0000	0.0000	2.3676	-6.1469	171.4142	36.4100	43	-287	-7 
03689.783	0.0508	0.0203	0.4697	0.0000	0.0000	0.0000	2.3730	-6.1469	171.4032	36.4000	42	-290	-7 
03689.886	0.0505	0.0205	0.4700	0.0000	0.0000	0.0000	2.3730	-6.1469	171.3977	36.3900	45	-291	-7 
03689.971	0.0508	0.0188	0.4695	0.0000	0.0000	0.0000	2.3676	-6.1469	171.3977	36.3400	43	-291	-4 
03690.075	0.0503	0.0188	0.4697	0.0000	0.0000	0.0000	2.3676	-6.1469	171.3977	36.3400	39	-288	-6 
03690.200	0.0505	0.0190	0.4697	0.0000	0.0000	0.0000	2.3621	-6.1469	171.4362	36.3900	41	-289	-8 
03690.281	0.0510	0.0193	0.4695	0.0000	0.0000	0.0000	2.3621	-6.1469	171.4417	36.4000	43	-289	-9 
03690.383	0.0510	0.0190	0.4697	0.0000	0.0000	0.0000	2.3621	-6.1469	171.4471	36.4200	42	-290	-8 
03690.485	0.0510	0.0193	0.4700	0.0000	0.0000	0.0000	2.3566	-6.1523	171.4307	36.3500	46	-288	-7 
03690.574	0.0508	0.0188	0.4700	0.0000	0.0000	0.0000	2.3566	-6.1523	171.4087	36.4200	44	-288	-7 
03690.678	0.0500	0.0186	0.4702	0.0000	0.0000	0.0000	2.3566	-6.1523	171.4032	36.3600	42	-290	-4 
03690.784	0.0500	0.0198	0.4702	0.0000	0.0000	0.0000	2.3566	-6.1469	171.4032	36.3700	41	-288	-4 
03690.871	0.0505	0.0198	0.4700	0.0000	0.0000	0.0000	2.3511	-6.1469	171.4032	36.3700	40	-291	-7 
03690.977	0.0508	0.0198	0.4697	0.0000	0.0000	0.0000	2.3511	-6.1469	171.4197	36.3200	40	-291	-6 
03691.084	0.0508	0.0198	0.4700	0.0000	0.0000	0.0000	2.3511	-6.1469	171.4252	36.4000	43	-290	-6 
03691.173	0.0508	0.0195	0.4697	0.0000	0.0000	0.0000	2.3566	-6.1523	171.4252	36.3300	42	-290	-5 
03691.278	0.0505	0.0190	0.4702	0.0000	0.0000	0.0000	2.3566	-6.1523	171.4087	36.3200	43	-288	-9 
03691.383	0.0503	0.0195	0.4702	0.0000	0.0000	0.0000	2.3566	-6.1469	171.3812	36.4200	42	-289	-5 
03691.483	0.0508	0.0195	0.4700	0.0000	0.0000	0.0000	2.3511	-6.1469	171.3922	36.3500	43	-288	-3 
03691.573	0.0508	0.0190	0.4700	0.0000	0.0000	0.0000	2.3511	-6.1469	171.3702	36.3500	42	-292	-4 
03691.677	0.0508	0.0193	0.4700	0.0000	0.0000	0.0000	2.3511	-6.1469	171.3647	36.3500	42	-290	-7 
03691.779	0.0510	0.0195	0.4697	0.0000	0.0000	0.0000	2.3511	-6.1469	171.3647	36.3700	43	-286	-8 
03691.882	0.1055	0.0137	0.4917	0.0000	0.0000	0.0000	2.3456	-6.2347	171.3593	36.3700	40	-291	-7 
03691.986	0.9121	-0.0957	0.4434	0.7324	-5.7373	3.5400	2.1973	-8.1793	171.5845	36.3600	34	-293	-4 
03692.073	1.2480	-0.1763	0.3601	0.8545	-5.8594	6.7139	1.9226	-12.2443	172.5183	36.4100	45	-291	7 
03692.186	0.4817	-0.0725	0.1821	1.4648	21.0571	0.9155	1.5436	-15.2435	173.6279	36.3400	56	-287	25 
03692.276	-0.0513	0.0371	0.0229	5.4321	38.0859	0.1831	2.1313	-13.4747	174.2267	36.3700	58	-290	38 
03692.398	-0.2910	0.1624	0.1106	9.0942	39.3066	12.8174	3.8672	-4.3945	175.6934	36.3400	55	-301	53 
03692.502	-0.3545	0.2061	0.4233	2.8076	10.8643	24.5361	5.9436	1.0492	178.1049	36.3300	40	-299	39 
03692.590	-0.3047	0.0920	0.4329	-1.7700	-8.3618	24.4141	6.3171	1.9995	-179.5660	36.3100	32	-314	60 
03692.695	-0.2209	0.1980	0.3215	19.7754	2.8076	23.3154	7.8772	3.4497	-177.4731	36.2700	20	-313	50 
03692.797	-0.2173	0.0798	0.4470	-19.2871	-22.7051	9.5825	9.9316	3.8123	-175.8142	36.3800	19	-304	32 
03692.954	-0.2053	0.0056	0.4766	-36.9263	-21.0571	3.7842	6.8170	2.6807	-175.9241	36.3800	10	-313	38 
03692.992	-0.2039	0.0852	0.4934	1.4648	-4.2725	18.0054	4.9274	2.3895	-175.3693	36.3500	1	-309	39 
03693.080	-0.1516	0.0835	0.4768	8.0566	2.1362	17.5171	5.8557	3.1641	-173.8422	36.3700	0	-310	37 
03693.194	0.0071	0.0347	0.4670	2.3193	1.0986	4.6387	6.5918	3.5815	-173.0017	36.3800	0	-312	39 
03693.277	0.0415	0.0193	0.4688	-0.3662	-0.2441	-1.1597	6.4764	3.2190	-173.2379	36.3400	-2	-311	36 
03693.410	0.0242	0.0222	0.4712	-0.6714	-0.3662	-1.4648	6.1304	2.7686	-173.8037	36.3400	-1	-313	39 
03693.475	0.0132	0.0259	0.4712	-0.1221	-0.0610	-0.2441	5.8832	2.4719	-174.2487	36.3600	0	-317	37 
03693.581	0.0122	0.0271	0.4709	0.1221	0.0000	0.2441	5.7239	2.2467	-174.5728	36.3200	1	-317	38 
03693.691	0.0142	0.0266	0.4709	0.0610	0.0000	0.1221	5.5811	2.0325	-174.8804	36.3900	1	-311	37 
03693.775	0.0149	0.0261	0.4707	0.0000	0.0000	0.0000	5.4327	1.8127	-175.1770	36.4000	-1	-315	36 
03693.888	0.0149	0.0259	0.4707	0.0000	0.0000	0.0000	5.2899	1.6095	-175.4517	36.4100	-2	-312	38 
03693.992	0.0146	0.0259	0.4709	0.0000	0.0000	0.0000	5.1581	1.4117	-175.7098	36.4300	1	-315	39 
03694.082	0.0149	0.0261	0.4712	0.0000	0.0000	0.0000	5.0372	1.2305	-175.9515	36.3400	0	-313	38 
03694.190	0.0151	0.0264	0.4712	0.0000	0.0000	0.0000	4.9219	1.0547	-176.1877	36.4100	0	-316	37 
