Time	ax	ay	az	wx	wy	wz	AngleX	AngleY	AngleZ	T	hx	hy	hz 
02013.607	0.0547	-0.0144	0.9968	0.0000	0.0000	0.0000	-0.3186	-5.2899	177.7423	37.6000	44	0	0 
02013.607	0.0547	-0.0144	0.9968	0.0000	0.0000	0.0000	-0.3186	-5.2899	177.7423	37.5900	43	0	0 
02013.616	0.0547	-0.0144	0.9968	0.0000	0.0000	0.0000	-0.3186	-5.2899	177.7423	37.5900	43	0	0 
02013.621	0.0547	-0.0144	0.9968	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5900	43	0	0 
02013.624	0.0547	-0.0144	0.9968	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5900	43	0	0 
02013.624	0.0547	-0.0142	0.9971	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5900	43	0	0 
02013.655	0.0547	-0.0142	0.9971	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5900	42	0	0 
02013.657	0.0547	-0.0142	0.9971	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5900	42	0	0 
02013.657	0.0547	-0.0142	0.9971	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5700	42	0	0 
02013.657	0.0547	-0.0142	0.9971	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5700	42	0	0 
02013.657	0.0547	-0.0142	0.9971	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5600	43	0	0 
02013.657	0.0547	-0.0142	0.9971	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5600	43	0	0 
02013.659	0.0547	-0.0142	0.9971	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5700	42	0	0 
02013.675	0.0544	-0.0144	0.9978	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5700	41	0	0 
02013.675	0.0544	-0.0144	0.9978	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5600	42	0	0 
02013.678	0.0544	-0.0144	0.9978	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5600	42	0	0 
02013.688	0.0544	-0.0144	0.9978	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5900	41	0	0 
02013.689	0.0544	-0.0144	0.9978	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5900	41	0	0 
02013.691	0.0544	-0.0144	0.9978	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5400	41	0	0 
02013.704	0.0544	-0.0144	0.9978	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5400	41	0	0 
02013.707	0.0544	-0.0144	0.9978	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5800	41	0	0 
02013.707	0.0552	-0.0139	0.9971	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5800	41	0	0 
02013.719	0.0552	-0.0139	0.9971	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5400	41	0	0 
02013.722	0.0552	-0.0139	0.9971	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5400	42	0	0 
02013.722	0.0552	-0.0139	0.9971	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5400	42	0	0 
02013.724	0.0552	-0.0139	0.9971	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.6000	41	0	0 
02013.734	0.0552	-0.0139	0.9971	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.6000	42	0	0 
02013.734	0.0552	-0.0139	0.9971	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.4900	43	0	0 
02013.740	0.0552	-0.0139	0.9971	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.4900	43	0	0 
02013.752	0.0547	-0.0142	0.9973	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5400	43	0	0 
02013.752	0.0547	-0.0142	0.9973	0.0000	0.0000	0.0000	-0.3186	-5.2954	177.7423	37.5400	43	0	0 
